Number,City,Gender,Age,Income,Illness
70087,Los Angeles,Male,36,99635,No
70088,Los Angeles,Female,57,69345,No
70089,Los Angeles,Male,43,92790,No
70090,Los Angeles,Male,37,105107,No
70091,Los Angeles,Female,62,79713,No
70092,Los Angeles,Male,46,104918,No
70093,Los Angeles,Female,38,95801,No
70094,Los Angeles,Female,44,93142,No
70095,Los Angeles,Female,41,90443,No
70096,Los Angeles,Male,51,93020,No
70097,Los Angeles,Male,35,110896,No
70098,Los Angeles,Female,34,111573,No
70099,Los Angeles,Male,36,86330,No
70100,Los Angeles,Male,62,94248,No
70101,Los Angeles,Male,48,116249,No
70102,Los Angeles,Male,48,93579,No
70103,Los Angeles,Male,26,103128,No
70104,Los Angeles,Female,65,95067,No
70105,Los Angeles,Female,40,87547,No
70106,Los Angeles,Female,61,82803,Yes
70107,Los Angeles,Male,44,103669,No
70108,Los Angeles,Male,50,95235,No
70109,Los Angeles,Male,54,94613,No
70110,Los Angeles,Male,64,102493,No
70111,Los Angeles,Male,34,82020,No
70112,Los Angeles,Male,46,98378,No
70113,Los Angeles,Female,59,107535,No
70114,Los Angeles,Male,33,115510,No
70115,Los Angeles,Female,55,99553,No
70116,Los Angeles,Female,55,82183,No
70117,Los Angeles,Female,59,95852,No
70118,Los Angeles,Male,39,100254,No
70119,Los Angeles,Male,43,87807,No
70120,Los Angeles,Male,54,115754,No
70121,Los Angeles,Male,52,91450,No
70122,Los Angeles,Male,56,96910,No
70123,Los Angeles,Male,35,87962,No
70124,Los Angeles,Male,30,107360,No
70125,Los Angeles,Male,36,88646,No
70126,Los Angeles,Female,55,98974,No
70127,Los Angeles,Male,28,92206,No
70128,Los Angeles,Male,45,122659,No
70129,Los Angeles,Female,56,82042,No
70130,Los Angeles,Male,31,91800,No
70131,Los Angeles,Female,46,80839,No
70132,Los Angeles,Male,56,86403,No
70133,Los Angeles,Male,32,85837,No
70134,Los Angeles,Male,59,101000,No
70135,Los Angeles,Male,32,108641,No
70136,Los Angeles,Male,35,100142,No
70137,Los Angeles,Female,39,109118,No
70138,Los Angeles,Male,58,86144,No
70139,Los Angeles,Male,44,83365,No
70140,Los Angeles,Male,31,105042,No
70141,Los Angeles,Male,29,82112,No
70142,Los Angeles,Male,38,93375,No
70143,Los Angeles,Female,30,88992,No
70144,Los Angeles,Female,26,69400,No
70145,Los Angeles,Male,53,112732,No
70146,Los Angeles,Male,43,86323,No
70147,Los Angeles,Female,62,93312,No
70148,Los Angeles,Male,49,88799,No
70149,Los Angeles,Male,59,96637,No
70150,Los Angeles,Male,55,93469,No
70151,Los Angeles,Male,52,109022,No
70152,Los Angeles,Male,56,83735,Yes
70153,Los Angeles,Male,62,104671,No
70154,Los Angeles,Male,41,103554,No
70155,Los Angeles,Female,50,88235,Yes
70156,Los Angeles,Male,32,92997,No
70157,Los Angeles,Male,26,82988,No
70158,Los Angeles,Female,52,80132,No
70159,Los Angeles,Female,60,75538,No
70160,Los Angeles,Female,56,95644,No
70161,Los Angeles,Female,57,107042,No
70162,Los Angeles,Female,59,80235,No
70163,Los Angeles,Female,58,105597,No
70164,Los Angeles,Male,55,87514,No
70165,Los Angeles,Male,39,83412,No
70166,Los Angeles,Male,51,100290,No
70167,Los Angeles,Male,53,96549,Yes
70168,Los Angeles,Male,50,88740,No
70169,Los Angeles,Male,49,95349,No
70170,Los Angeles,Male,25,87456,No
70171,Los Angeles,Male,26,98077,No
70172,Los Angeles,Female,33,75569,No
70173,Los Angeles,Female,30,92596,No
70174,Los Angeles,Female,32,96234,No
70175,Los Angeles,Female,40,96185,No
70176,Los Angeles,Male,56,105874,Yes
70177,Los Angeles,Female,37,78936,No
70178,Los Angeles,Male,62,109947,No
70179,Los Angeles,Female,59,85649,No
70180,Los Angeles,Female,46,72322,No
70181,Los Angeles,Female,30,86747,No
70182,Los Angeles,Male,54,112584,No
70183,Los Angeles,Male,59,97911,No
70184,Los Angeles,Male,62,87713,No
70185,Los Angeles,Female,62,66520,No
70186,Los Angeles,Male,61,115948,No
70187,Los Angeles,Male,63,82580,No
70188,Los Angeles,Female,59,85421,Yes
70189,Los Angeles,Female,36,73980,No
70190,Los Angeles,Male,28,88713,No
70191,Los Angeles,Male,38,86329,No
70192,Los Angeles,Female,37,89278,No
70193,Los Angeles,Male,44,92971,No
70194,Los Angeles,Male,53,119120,No
70195,Los Angeles,Male,59,101066,No
70196,Los Angeles,Male,56,104220,No
70197,Los Angeles,Female,61,108735,Yes
70198,Los Angeles,Male,55,93074,No
70199,Los Angeles,Female,30,81128,No
70200,Los Angeles,Female,61,80652,No
70201,Los Angeles,Male,51,92390,No
70202,Los Angeles,Male,54,100071,No
70203,Los Angeles,Female,32,102446,No
70204,Los Angeles,Female,61,98106,Yes
70205,Los Angeles,Male,53,115786,No
70206,Los Angeles,Male,60,96901,No
70207,Los Angeles,Male,46,108683,No
70208,Los Angeles,Male,30,92683,No
70209,Los Angeles,Male,41,91564,No
70210,Los Angeles,Male,33,100503,No
70211,Los Angeles,Male,32,118980,No
70212,Los Angeles,Male,32,94693,No
70213,Los Angeles,Male,61,98727,No
70214,Los Angeles,Male,43,112777,No
70215,Los Angeles,Male,26,118074,No
70216,Los Angeles,Female,39,100767,No
70217,Los Angeles,Female,46,88641,Yes
70218,Los Angeles,Female,60,87912,No
70219,Los Angeles,Male,43,102338,Yes
70220,Los Angeles,Female,30,106509,No
70221,Los Angeles,Male,55,106504,No
70222,Los Angeles,Female,42,79419,No
70223,Los Angeles,Female,63,90125,No
70224,Los Angeles,Female,51,89894,No
70225,Los Angeles,Female,36,103984,No
70226,Los Angeles,Female,33,93666,No
70227,Los Angeles,Female,34,86677,No
70228,Los Angeles,Male,64,108362,No
70229,Los Angeles,Male,37,110537,No
70230,Los Angeles,Female,44,88990,No
70231,Los Angeles,Female,62,86046,No
70232,Los Angeles,Female,54,80867,No
70233,Los Angeles,Male,61,96229,No
70234,Los Angeles,Female,49,94548,No
70235,Los Angeles,Female,47,73379,No
70236,Los Angeles,Male,55,99670,Yes
70237,Los Angeles,Male,44,104672,No
70238,Los Angeles,Female,42,78772,No
70239,Los Angeles,Female,48,81756,No
70240,Los Angeles,Male,54,127238,No
70241,Los Angeles,Female,52,83835,No
70242,Los Angeles,Male,52,109840,Yes
70243,Los Angeles,Female,44,89650,No
70244,Los Angeles,Female,59,88536,No
70245,Los Angeles,Male,36,101772,No
70246,Los Angeles,Female,61,100210,No
70247,Los Angeles,Female,45,86909,No
70248,Los Angeles,Male,55,123582,No
70249,Los Angeles,Male,41,87193,No
70250,Los Angeles,Female,41,80895,No
70251,Los Angeles,Male,44,84609,No
70252,Los Angeles,Female,41,88209,No
70253,Los Angeles,Female,52,82585,No
70254,Los Angeles,Female,27,93122,No
70255,Los Angeles,Female,43,92255,No
70256,Los Angeles,Male,45,106193,Yes
70257,Los Angeles,Female,28,80157,No
70258,Los Angeles,Female,37,79631,No
70259,Los Angeles,Female,48,86145,No
70260,Los Angeles,Male,59,94173,No
70261,Los Angeles,Female,28,90782,No
70262,Los Angeles,Male,56,86634,No
70263,Los Angeles,Male,38,112042,No
70264,Los Angeles,Male,63,94710,No
70265,Los Angeles,Female,33,87698,No
70266,Los Angeles,Female,56,88172,No
70267,Los Angeles,Female,38,93468,No
70268,Los Angeles,Female,35,77740,No
70269,Los Angeles,Male,29,98189,No
70270,Los Angeles,Male,49,109851,No
70271,Los Angeles,Female,25,81230,No
70272,Los Angeles,Male,28,95590,No
102188,Mountain View,Male,31,150367,No
102189,Mountain View,Female,36,130426,No
102190,Mountain View,Female,42,130216,No
102191,Mountain View,Male,62,143263,No
102192,Mountain View,Female,48,152273,No
102193,Mountain View,Female,60,138362,No
102194,Mountain View,Female,28,127966,No
102195,Mountain View,Female,46,124464,No
102196,Mountain View,Female,45,119687,No
102197,Mountain View,Male,53,146131,No
102198,Mountain View,Female,27,133594,No
102199,Mountain View,Female,42,130175,No
102200,Mountain View,Male,34,143173,No
102201,Mountain View,Female,60,125248,No
102202,Mountain View,Male,30,147057,No
102203,Mountain View,Male,49,138883,No
102204,Mountain View,Male,51,134113,No
102205,Mountain View,Female,38,140241,Yes
102206,Mountain View,Male,36,156117,Yes
102207,Mountain View,Male,49,147934,No
102208,Mountain View,Female,64,113769,Yes
102209,Mountain View,Female,51,135081,No
102210,Mountain View,Female,62,131833,No
102211,Mountain View,Male,54,144509,No
102212,Mountain View,Male,52,123382,No
102213,Mountain View,Female,58,126325,No
102214,Mountain View,Female,33,123394,No
102215,Mountain View,Female,34,123707,No
102216,Mountain View,Male,37,127224,No
102217,Mountain View,Female,60,115254,Yes
102218,Mountain View,Female,32,146531,No
102219,Mountain View,Female,47,122623,No
102220,Mountain View,Female,54,105162,No
102221,Mountain View,Male,46,142176,No
102222,Mountain View,Female,41,129705,No
102223,Mountain View,Male,36,142199,No
102224,Mountain View,Male,63,135715,No
102225,Mountain View,Female,40,136034,No
102226,Mountain View,Female,39,126750,No
102227,Mountain View,Male,52,146197,No
102228,Mountain View,Male,30,129968,No
102229,Mountain View,Female,26,129357,No
102230,Mountain View,Male,34,123492,No
102231,Mountain View,Female,44,129094,No
102232,Mountain View,Female,64,128805,No
102233,Mountain View,Female,60,133691,No
102234,Mountain View,Male,62,138697,No
102235,Mountain View,Female,39,118486,No
102236,Mountain View,Female,59,121277,No
102237,Mountain View,Male,38,139202,No
102238,Mountain View,Male,38,108666,No
102239,Mountain View,Male,35,130077,No
102240,Mountain View,Male,52,137167,No
102241,Mountain View,Female,59,141603,No
102242,Mountain View,Male,40,143439,No
102243,Mountain View,Male,36,142194,No
102244,Mountain View,Female,41,123538,No
102245,Mountain View,Male,40,124634,No
102246,Mountain View,Female,58,143959,No
102247,Mountain View,Female,58,144928,No
102248,Mountain View,Male,32,141135,No
102249,Mountain View,Female,44,134735,No
102250,Mountain View,Male,62,144739,No
102251,Mountain View,Male,35,143387,No
102252,Mountain View,Male,46,128807,No
102253,Mountain View,Female,40,117995,No
102254,Mountain View,Male,59,136643,No
102255,Mountain View,Male,36,136753,No
102256,Mountain View,Male,49,141544,No
102257,Mountain View,Female,39,123037,No
102258,Mountain View,Female,55,127623,Yes
102259,Mountain View,Female,29,132747,No
102260,Mountain View,Female,52,128357,Yes
102261,Mountain View,Male,32,138085,No
102262,Mountain View,Male,36,125968,No
102263,Mountain View,Male,47,140061,No
102264,Mountain View,Female,65,129714,No
102265,Mountain View,Male,43,122737,No
102266,Mountain View,Female,31,112254,No
102267,Mountain View,Female,35,137034,No
102268,Mountain View,Female,26,150725,No
102269,Mountain View,Male,45,129984,No
102270,Mountain View,Male,40,139050,No
102271,Mountain View,Female,57,107561,No
102272,Mountain View,Female,35,136720,No
102273,Mountain View,Male,47,143184,No
102274,Mountain View,Female,62,149329,Yes
102275,Mountain View,Male,63,146943,No
102276,Mountain View,Female,33,150334,No
102277,Mountain View,Female,40,140096,No
102278,Mountain View,Male,27,148215,No
102279,Mountain View,Male,40,132020,Yes
102280,Mountain View,Male,60,149177,No
102281,Mountain View,Male,64,131021,No
102282,Mountain View,Female,44,110944,No
102283,Mountain View,Female,62,125718,No
102284,Mountain View,Female,57,123982,No
102285,Mountain View,Female,31,119674,No
102286,Mountain View,Male,36,138754,No
102287,Mountain View,Male,33,142804,Yes
102288,Mountain View,Male,63,142421,No
102289,Mountain View,Female,40,143076,No
102290,Mountain View,Female,42,107386,No
102291,Mountain View,Male,49,144846,No
102292,Mountain View,Male,51,150194,No
102293,Mountain View,Female,63,141781,No
102294,Mountain View,Female,54,108228,No
102295,Mountain View,Male,40,132067,No
102296,Mountain View,Male,32,117781,No
102297,Mountain View,Female,36,114701,No
102298,Mountain View,Female,55,135618,No
102299,Mountain View,Female,55,130106,No
102300,Mountain View,Male,38,134737,No
102301,Mountain View,Female,65,126310,No
102302,Mountain View,Male,48,137312,No
102303,Mountain View,Female,54,135521,No
102304,Mountain View,Male,45,133617,No
102305,Mountain View,Male,64,122290,Yes
102306,Mountain View,Female,26,151326,No
102307,Mountain View,Male,59,131688,No
102308,Mountain View,Male,33,141817,No
102309,Mountain View,Male,53,145628,No
102310,Mountain View,Male,55,118971,No
102311,Mountain View,Male,35,145674,No
102312,Mountain View,Female,65,135907,No
102313,Mountain View,Male,63,147202,No
102314,Mountain View,Male,40,134510,Yes
102315,Mountain View,Female,62,135414,No
102316,Mountain View,Female,40,139186,No
102317,Mountain View,Female,54,102110,No
102318,Mountain View,Female,40,128210,No
102319,Mountain View,Male,27,146277,No
102320,Mountain View,Male,57,133597,Yes
102321,Mountain View,Male,54,128231,No
102322,Mountain View,Male,39,153672,No
102323,Mountain View,Male,51,144484,No
102324,Mountain View,Male,39,134524,No
102325,Mountain View,Female,50,114564,No
102326,Mountain View,Female,43,123045,No
102327,Mountain View,Male,59,135551,No
102328,Mountain View,Male,62,146316,No
102329,Mountain View,Female,54,119470,No
102330,Mountain View,Male,57,119025,No
102331,Mountain View,Male,65,131968,No
102332,Mountain View,Male,51,140777,No
102333,Mountain View,Male,42,138924,No
102334,Mountain View,Male,50,125059,No
102335,Mountain View,Male,34,149158,No
102336,Mountain View,Female,51,116274,No
102337,Mountain View,Male,45,130734,No
102338,Mountain View,Female,27,154494,No
102339,Mountain View,Female,50,122456,No
102340,Mountain View,Male,64,132279,No
102341,Mountain View,Male,39,134331,No
102342,Mountain View,Male,48,137919,No
102343,Mountain View,Female,58,136323,No
102344,Mountain View,Female,43,131606,No
102345,Mountain View,Male,36,136675,Yes
102346,Mountain View,Female,44,119821,No
102347,Mountain View,Female,42,134302,No
102348,Mountain View,Female,62,139131,No
102349,Mountain View,Male,32,141350,No
102350,Mountain View,Male,40,119840,No
102351,Mountain View,Female,55,109538,No
102352,Mountain View,Female,53,120900,No
102353,Mountain View,Female,47,121829,No
102354,Mountain View,Female,52,124214,No
102355,Mountain View,Male,33,138334,No
102356,Mountain View,Female,44,116573,No
102357,Mountain View,Female,48,105382,Yes
102358,Mountain View,Female,57,117020,No
102359,Mountain View,Male,30,135644,Yes
102360,Mountain View,Male,47,129955,Yes
102361,Mountain View,Female,61,135258,No
102362,Mountain View,Male,40,124586,No
102363,Mountain View,Male,25,141592,Yes
102364,Mountain View,Female,39,112424,Yes
102365,Mountain View,Male,52,130893,No
102366,Mountain View,Male,44,147403,No
102367,Mountain View,Female,58,130218,No
102368,Mountain View,Male,49,120416,No
102369,Mountain View,Male,64,141555,No
102370,Mountain View,Male,55,155809,No
102371,Mountain View,Male,47,144165,No
102372,Mountain View,Male,41,156687,No
102373,Mountain View,Male,65,141750,No
102374,Mountain View,Female,64,128335,No
102375,Mountain View,Female,54,118037,Yes
102376,Mountain View,Female,28,131551,No
102377,Mountain View,Male,32,135299,No
102378,Mountain View,Male,30,120877,No
102379,Mountain View,Female,38,141327,No
102380,Mountain View,Female,43,134906,No
102381,Mountain View,Female,39,129520,No
102382,Mountain View,Female,26,135500,No
102383,Mountain View,Male,59,132224,No
102384,Mountain View,Male,61,149174,Yes
102385,Mountain View,Male,28,146746,No
102386,Mountain View,Female,43,114298,No
102387,Mountain View,Female,50,115676,No
102388,Mountain View,Male,63,133724,No
102389,Mountain View,Male,59,140687,No
102390,Mountain View,Male,39,162123,No
102391,Mountain View,Male,56,143485,No
102392,Mountain View,Male,62,161256,Yes
102393,Mountain View,Male,26,131324,No
102394,Mountain View,Male,30,141267,No
102395,Mountain View,Male,31,149651,No
102396,Mountain View,Male,29,140225,No
102397,Mountain View,Female,64,135536,No
102398,Mountain View,Female,42,125161,No
102399,Mountain View,Female,41,123631,No
102400,Mountain View,Male,55,137970,No
102401,Mountain View,Female,38,126169,No
102402,Mountain View,Male,30,117337,No
102403,Mountain View,Male,45,113374,No
102404,Mountain View,Male,33,149027,No
102405,Mountain View,Female,55,123756,No
102406,Mountain View,Male,29,140862,No
102407,Mountain View,Female,28,151442,No
102408,Mountain View,Male,56,151725,No
102409,Mountain View,Male,31,149975,No
102410,Mountain View,Male,59,138661,No
102411,Mountain View,Male,27,135068,No
102412,Mountain View,Female,51,114954,No
102413,Mountain View,Male,26,149230,No
102414,Mountain View,Male,58,136574,No
102415,Mountain View,Female,27,123197,No
102416,Mountain View,Male,46,130821,No
102417,Mountain View,Male,36,142739,No
102418,Mountain View,Female,27,122431,Yes
102419,Mountain View,Male,46,145626,No
102420,Mountain View,Male,55,134659,No
102421,Mountain View,Male,62,120717,No
102422,Mountain View,Male,64,153274,No
102423,Mountain View,Male,46,147824,No
102424,Mountain View,Female,34,117037,No
102425,Mountain View,Female,39,138298,No
102426,Mountain View,Male,50,138991,No
102427,Mountain View,Male,64,121416,No
102428,Mountain View,Male,32,128916,No
102429,Mountain View,Female,56,132120,No
102430,Mountain View,Male,56,128024,No
102431,Mountain View,Female,57,139934,No
102432,Mountain View,Female,39,143161,No
102433,Mountain View,Female,38,124519,No
102434,Mountain View,Male,29,140245,No
102435,Mountain View,Female,63,118138,No
102436,Mountain View,Male,35,142060,No
102437,Mountain View,Male,46,147029,No
102438,Mountain View,Male,61,142929,No
102439,Mountain View,Male,61,137036,No
102440,Mountain View,Male,33,128350,No
102441,Mountain View,Female,47,123092,No
102442,Mountain View,Male,54,147745,No
102443,Mountain View,Female,28,121112,Yes
102444,Mountain View,Male,55,131166,No
102445,Mountain View,Male,29,130402,No
102446,Mountain View,Male,49,140252,No
102447,Mountain View,Male,61,146521,No
102448,Mountain View,Male,52,137908,No
102449,Mountain View,Male,57,150960,No
102450,Mountain View,Female,44,127372,No
102451,Mountain View,Female,57,135868,No
102452,Mountain View,Female,51,136877,No
102453,Mountain View,Female,64,135089,No
102454,Mountain View,Male,55,153056,No
102455,Mountain View,Male,47,136853,No
102456,Mountain View,Male,42,142422,No
102457,Mountain View,Female,64,125173,No
102458,Mountain View,Male,33,143208,No
102459,Mountain View,Female,44,107338,No
102460,Mountain View,Male,57,131513,No
102461,Mountain View,Male,60,143741,No
102462,Mountain View,Male,36,146995,No
102463,Mountain View,Female,61,121451,No
102464,Mountain View,Male,47,147267,No
102465,Mountain View,Male,62,148900,No
102466,Mountain View,Female,49,130631,Yes
102467,Mountain View,Male,53,151105,No
102468,Mountain View,Male,36,136852,No
102469,Mountain View,Male,64,151762,No
102470,Mountain View,Male,51,130241,No
102471,Mountain View,Male,40,164281,No
102472,Mountain View,Male,42,135521,No
102473,Mountain View,Male,54,136569,No
102474,Mountain View,Male,36,133973,No
102475,Mountain View,Female,42,127567,No
102476,Mountain View,Male,55,135026,Yes
102477,Mountain View,Male,57,124745,No
102478,Mountain View,Male,45,143265,No
102479,Mountain View,Male,48,131949,No
102480,Mountain View,Male,52,151735,No
102481,Mountain View,Male,52,135885,No
102482,Mountain View,Female,32,141881,No
102483,Mountain View,Male,44,144729,No
102484,Mountain View,Male,38,145300,No
102485,Mountain View,Male,37,131438,No
102486,Mountain View,Male,60,145586,No
102487,Mountain View,Male,54,139143,No
102488,Mountain View,Male,45,138136,Yes
102489,Mountain View,Female,55,124695,No
102490,Mountain View,Male,55,125406,Yes
102491,Mountain View,Male,31,133952,No
102492,Mountain View,Female,41,140009,No
102493,Mountain View,Female,45,125274,No
102494,Mountain View,Male,55,133740,No
102495,Mountain View,Male,39,140854,No
102496,Mountain View,Female,38,121106,No
102497,Mountain View,Female,57,125331,No
102498,Mountain View,Female,29,140169,No
102499,Mountain View,Female,54,132926,No
102500,Mountain View,Male,52,142754,No
102501,Mountain View,Female,31,133939,No
102502,Mountain View,Male,55,130914,No
102503,Mountain View,Male,63,138229,No
102504,Mountain View,Male,48,148591,No
102505,Mountain View,Male,54,143758,No
102506,Mountain View,Male,45,144063,No
102507,Mountain View,Male,41,127122,Yes
102508,Mountain View,Female,54,114294,No
102509,Mountain View,Female,26,130804,No
102510,Mountain View,Female,40,117486,No
102511,Mountain View,Male,29,137574,No
102512,Mountain View,Male,55,129270,No
102513,Mountain View,Female,51,133514,No
102514,Mountain View,Male,31,152607,No
102515,Mountain View,Male,50,147917,Yes
102516,Mountain View,Male,49,139578,No
102517,Mountain View,Female,64,135728,No
102518,Mountain View,Female,43,127750,No
102519,Mountain View,Male,34,140478,No
102520,Mountain View,Male,50,153925,No
102521,Mountain View,Female,36,144558,No
102522,Mountain View,Male,57,135426,No
102523,Mountain View,Female,28,133924,No
102524,Mountain View,Female,32,114376,No
102525,Mountain View,Male,62,138804,No
102526,Mountain View,Female,25,154942,No
102527,Mountain View,Female,52,132877,Yes
102528,Mountain View,Male,29,138728,No
102529,Mountain View,Female,32,143052,No
102530,Mountain View,Male,61,149840,No
102531,Mountain View,Male,31,147674,No
102532,Mountain View,Female,63,139467,No
102533,Mountain View,Female,32,143327,No
102534,Mountain View,Female,28,102240,No
102535,Mountain View,Female,59,136482,No
102536,Mountain View,Male,49,151809,No
102537,Mountain View,Female,32,137274,No
102538,Mountain View,Female,61,123906,No
102539,Mountain View,Male,41,141596,No
102540,Mountain View,Female,45,145237,No
102541,Mountain View,Male,43,149995,No
102542,Mountain View,Male,39,132718,No
102543,Mountain View,Female,42,109002,No
102544,Mountain View,Female,64,121426,Yes
102545,Mountain View,Female,41,135743,No
102546,Mountain View,Female,44,143586,No
102547,Mountain View,Male,41,123193,No
102548,Mountain View,Male,28,144592,No
102549,Mountain View,Male,45,146737,No
102550,Mountain View,Male,44,145545,No
102551,Mountain View,Male,35,139594,No
102552,Mountain View,Female,51,137161,No
102553,Mountain View,Female,48,132593,No
102554,Mountain View,Female,62,128477,No
102555,Mountain View,Male,25,149478,No
102556,Mountain View,Male,37,135022,No
102557,Mountain View,Male,33,123011,No
102558,Mountain View,Male,30,128557,No
102559,Mountain View,Male,63,139598,No
102560,Mountain View,Male,32,133377,Yes
102561,Mountain View,Female,42,127380,No
102562,Mountain View,Female,29,155800,No
102563,Mountain View,Female,42,123196,No
102564,Mountain View,Male,61,127134,No
102565,Mountain View,Male,49,149585,No
102566,Mountain View,Female,43,118571,No
102567,Mountain View,Male,46,149765,No
102568,Mountain View,Female,51,108261,No
102569,Mountain View,Male,51,129066,No
102570,Mountain View,Female,46,119941,No
102571,Mountain View,Male,34,147638,No
102572,Mountain View,Female,64,127125,No
102573,Mountain View,Male,47,129851,No
102574,Mountain View,Female,28,144586,No
102575,Mountain View,Male,50,129541,No
102576,Mountain View,Male,37,152523,No
102577,Mountain View,Male,28,141840,No
102578,Mountain View,Female,50,114131,No
102579,Mountain View,Male,63,125441,No
102580,Mountain View,Male,35,150109,No
102581,Mountain View,Male,39,136644,No
102582,Mountain View,Male,48,136707,No
102583,Mountain View,Female,65,134240,No
102584,Mountain View,Female,41,115529,No
102585,Mountain View,Female,29,141105,No
102586,Mountain View,Male,56,142423,No
102587,Mountain View,Male,37,112630,No
102588,Mountain View,Male,25,124121,No
102589,Mountain View,Male,32,145776,No
102590,Mountain View,Male,53,126019,No
102591,Mountain View,Male,61,130170,No
102592,Mountain View,Male,49,123983,No
102593,Mountain View,Male,49,131904,No
102594,Mountain View,Male,62,118607,No
102595,Mountain View,Female,48,117933,No
102596,Mountain View,Female,39,115763,No
102597,Mountain View,Male,46,145282,No
102598,Mountain View,Male,59,126875,No
102599,Mountain View,Male,26,150161,No
102600,Mountain View,Female,26,130973,No
102601,Mountain View,Female,35,148392,No
102602,Mountain View,Female,57,134885,No
102603,Mountain View,Male,34,136459,Yes
102604,Mountain View,Female,33,130898,No
102605,Mountain View,Male,54,119954,No
102606,Mountain View,Male,47,136535,No
102607,Mountain View,Female,41,123555,Yes
102608,Mountain View,Male,50,145414,No
102609,Mountain View,Male,38,143643,No
102610,Mountain View,Male,44,127816,No
102611,Mountain View,Female,47,116488,No
102612,Mountain View,Female,37,138657,No
102613,Mountain View,Male,42,129789,No
102614,Mountain View,Male,38,143324,No
102615,Mountain View,Female,29,122379,No
102616,Mountain View,Female,33,135395,No
102617,Mountain View,Male,27,163524,No
102618,Mountain View,Female,60,131371,No
102619,Mountain View,Female,32,132016,No
102620,Mountain View,Male,52,144595,No
102621,Mountain View,Female,51,141819,No
102622,Mountain View,Female,63,140205,No
102623,Mountain View,Male,59,122159,No
102624,Mountain View,Female,28,110443,No
102625,Mountain View,Male,65,157079,No
102626,Mountain View,Female,44,129604,Yes
102627,Mountain View,Female,48,128490,Yes
102628,Mountain View,Female,42,114692,No
102629,Mountain View,Male,39,138929,No
102630,Mountain View,Female,61,122131,No
102631,Mountain View,Female,32,118853,No
102632,Mountain View,Female,26,135991,No
102633,Mountain View,Male,52,128474,No
102634,Mountain View,Female,65,112562,No
102635,Mountain View,Male,49,123382,No
102636,Mountain View,Male,42,147077,No
102637,Mountain View,Male,56,153308,No
102638,Mountain View,Male,37,138189,Yes
102639,Mountain View,Male,45,129792,No
102640,Mountain View,Male,36,138116,No
102641,Mountain View,Male,29,149648,Yes
102642,Mountain View,Male,31,130135,No
102643,Mountain View,Male,63,140887,No
102644,Mountain View,Male,56,136541,No
102645,Mountain View,Female,41,130576,No
102646,Mountain View,Female,42,122373,No
102647,Mountain View,Male,41,136790,No
102648,Mountain View,Male,26,139569,No
102649,Mountain View,Male,59,152444,Yes
102650,Mountain View,Male,26,138957,No
102651,Mountain View,Male,26,164326,No
102652,Mountain View,Male,47,141364,No
102653,Mountain View,Male,61,133406,No
102654,Mountain View,Male,43,145398,No
102655,Mountain View,Female,60,113986,No
102656,Mountain View,Female,56,118282,No
102657,Mountain View,Female,51,117969,No
102658,Mountain View,Female,52,138098,No
102659,Mountain View,Female,37,133965,No
102660,Mountain View,Male,35,142148,Yes
102661,Mountain View,Female,34,138877,No
102662,Mountain View,Male,51,146740,No
102663,Mountain View,Male,58,140045,No
102664,Mountain View,Female,33,127103,No
102665,Mountain View,Female,38,121688,No
102666,Mountain View,Male,49,146492,No
102667,Mountain View,Male,28,149883,No
102668,Mountain View,Female,64,120778,No
102669,Mountain View,Male,34,133183,No
102670,Mountain View,Male,56,144519,No
102671,Mountain View,Male,63,145543,No
102672,Mountain View,Female,28,120471,No
102673,Mountain View,Male,38,156127,No
102674,Mountain View,Male,28,152399,No
102675,Mountain View,Male,52,139683,No
102676,Mountain View,Male,60,153537,No
102677,Mountain View,Male,53,143281,No
102678,Mountain View,Male,29,114694,No
102679,Mountain View,Female,36,128647,No
102680,Mountain View,Female,62,119185,No
102681,Mountain View,Male,25,141998,No
102682,Mountain View,Male,62,140288,No
102683,Mountain View,Male,34,151456,No
102684,Mountain View,Male,44,139754,No
102685,Mountain View,Male,42,123930,No
102686,Mountain View,Male,55,144905,No
102687,Mountain View,Male,44,137232,No
102688,Mountain View,Male,61,158764,No
102689,Mountain View,Female,56,133107,No
102690,Mountain View,Male,26,148576,No
102691,Mountain View,Male,37,141703,No
102692,Mountain View,Female,63,138060,No
102693,Mountain View,Male,43,141366,No
102694,Mountain View,Male,62,140912,No
102695,Mountain View,Male,46,149843,No
102696,Mountain View,Female,37,123859,Yes
102697,Mountain View,Female,57,127463,No
102698,Mountain View,Male,47,146682,No
102699,Mountain View,Male,32,135079,No
102700,Mountain View,Male,34,161640,No
102701,Mountain View,Female,51,113046,No
102702,Mountain View,Female,40,134583,No
102703,Mountain View,Male,47,136352,No
102704,Mountain View,Male,35,142833,No
102705,Mountain View,Female,37,115667,No
102706,Mountain View,Female,38,127107,No
102707,Mountain View,Female,54,128980,No
102708,Mountain View,Male,41,121480,No
102709,Mountain View,Male,45,158145,No
102710,Mountain View,Male,36,154758,No
102711,Mountain View,Male,44,143668,No
102712,Mountain View,Female,37,141148,No
102713,Mountain View,Female,46,138429,No
102714,Mountain View,Female,53,127178,No
102715,Mountain View,Male,52,122646,No
102716,Mountain View,Male,26,136084,No
102717,Mountain View,Male,64,146963,No
102718,Mountain View,Male,43,158944,No
102719,Mountain View,Male,64,136450,No
102720,Mountain View,Female,61,131786,No
102721,Mountain View,Male,41,142590,No
